location_base,lng,lat,trip_count,passenger_count
DROPOFF,-73.877945094013057,40.670875853258721,4,7
DROPOFF,-73.831747266336521,40.693204494006793,6,14
DROPOFF,-73.726671926148313,40.682655361875241,1,1
DROPOFF,-73.905414725091021,40.834063806635641,7,9
DROPOFF,-74.0427051610959,40.729864229873087,6,8
DROPOFF,-73.909245890198619,40.878964750411988,11,18
DROPOFF,-73.994764659563785,40.599121941889265,6,17
DROPOFF,-73.922665595902018,40.6670567345312,15,23
DROPOFF,-73.70297882129897,40.741362712997486,1,1
DROPOFF,-73.905848562933357,40.617340513895947,3,5
DROPOFF,-73.874064679713,40.681541716443526,2,3
DROPOFF,-73.8150615988225,40.764986236442063,11,13
DROPOFF,-73.906836404729859,40.64371116580358,6,7
DROPOFF,-73.985037295421861,40.62313927489167,1,1
DROPOFF,-73.883128046126757,40.869057710858762,14,29
DROPOFF,-73.929337605132829,40.730287304662028,3,5
DROPOFF,-74.080161365858316,40.808167529104878,1,1
DROPOFF,-74.511300600983787,40.898660075523772,1,1
DROPOFF,-73.860180324421279,40.7109626307147,5,9
DROPOFF,-73.783850019184484,40.668016877801755,10,16
DROPOFF,-73.935671570453167,40.671992908764942,28,41
DROPOFF,-73.862772767659479,40.840469655268869,9,21
DROPOFF,-73.904958263243373,40.8790773933028,24,38
DROPOFF,-73.881453994903424,40.765914980727061,15,25
DROPOFF,-73.8280822501365,40.769940864918958,5,12
DROPOFF,-73.917402433996244,40.640791464158426,2,2
DROPOFF,-73.927167481303883,40.616775179769647,2,2
DROPOFF,-73.952547283349318,40.610818585477809,9,12
DROPOFF,-73.89598809489,40.868721723676863,13,19
DROPOFF,-74.062046488280529,40.731973411114083,1,2
DROPOFF,-73.779435425040035,41.033363734086862,1,1
DROPOFF,-74.09882668901372,40.844699951114031,1,1
DROPOFF,-74.017839032430047,40.857524334974094,1,2
DROPOFF,-73.956612411026,40.827413889392254,11,17
DROPOFF,-73.80687010898265,40.714977126893189,5,5
DROPOFF,-73.9080232803597,40.675367522543709,6,9
DROPOFF,-73.861255873623833,40.681875457975593,3,3
DROPOFF,-73.9633073359733,40.613168560986743,5,8
DROPOFF,-73.8689075069844,40.832371339667482,5,5
DROPOFF,-73.905553846692541,40.8949506889446,5,9
DROPOFF,-73.812959897558386,40.585457246495935,2,3
DROPOFF,-73.79163860786295,40.70743846705453,9,13
DROPOFF,-73.930600892930642,40.651001778319134,6,12
DROPOFF,-74.069050771856837,40.850822933429562,1,2
DROPOFF,-73.8650983493699,40.903950925718881,2,2
DROPOFF,-73.8622753191058,40.885485882681976,4,8
DROPOFF,-73.960270739679146,40.70039290737467,27,41
DROPOFF,-73.873870549220356,40.676264385252217,3,4
DROPOFF,-73.826605551330033,40.788489563628296,2,2
DROPOFF,-73.910455142584681,40.683227190503274,29,44
DROPOFF,-73.91532132297209,40.698948746826836,55,104
DROPOFF,-73.730051652931181,40.6561661599699,2,2
DROPOFF,-73.8521587748825,40.843390748991986,8,16
DROPOFF,-73.823017584674432,40.68814592119314,6,6
DROPOFF,-73.790313760385132,40.852910836401414,4,4
DROPOFF,-73.846470007234913,40.745673977418434,3,3
DROPOFF,-73.868713333834151,40.827084030467809,3,3
DROPOFF,-73.869887637217161,40.74242333701438,11,15
DROPOFF,-74.178559210782538,40.704897873825864,1,1
DROPOFF,-74.013070032662569,40.630295459525541,4,5
DROPOFF,-73.992081033060472,40.802646400316959,1,2
DROPOFF,-73.920232504998609,40.659198897347373,7,8
DROPOFF,-73.984418369810712,40.607319855760394,2,2
DROPOFF,-73.990709336138721,40.604510067473122,6,10
DROPOFF,-73.5887465976122,40.852537859366819,1,1
DROPOFF,-73.840451992416348,40.87545747296334,1,2
DROPOFF,-73.907400181696985,40.886957343508676,30,58
DROPOFF,-74.03394450435448,40.724818702266774,7,9
DROPOFF,-73.819499611901492,40.709369940171491,12,22
DROPOFF,-73.959464626286575,40.790297579019487,7,17
DROPOFF,-73.9090135668095,40.701757457177315,28,58
DROPOFF,-73.783443791354856,40.779010049351463,5,11
DROPOFF,-73.852787086505884,40.7428673105035,9,14
DROPOFF,-73.931402778394,40.672106588180206,15,18
DROPOFF,-73.869795083162572,40.681653121128051,3,9
DROPOFF,-73.663825716091111,40.655155257085859,1,1
DROPOFF,-73.993980844117317,40.633455791254107,7,16
DROPOFF,-73.858525509990585,40.724217821135,16,26
DROPOFF,-73.945838065320515,40.658516910983671,5,14
DROPOFF,-73.745435495333609,40.668983958772941,3,3
DROPOFF,-73.928199554302424,40.587721027013259,1,2
DROPOFF,-73.969683545701855,40.887952723737151,1,1
DROPOFF,-73.880886849635,40.866468658057869,5,10
DROPOFF,-74.456953079254788,40.842078933690047,1,2
DROPOFF,-74.032216467857936,40.788326389321618,1,1
DROPOFF,-74.385616383066534,40.741066615706075,1,1
DROPOFF,-74.036825635818431,40.743243624699268,3,3
DROPOFF,-74.0354319947567,40.761790266987639,1,3
DROPOFF,-73.787352585016237,40.768334747117521,2,2
DROPOFF,-73.845896272543158,40.729830318315855,5,15
DROPOFF,-73.742315274832379,40.640021300579768,12,21
DROPOFF,-74.038447930881276,40.624318980058469,6,6
DROPOFF,-73.843781543382022,40.848900056008731,13,20
DROPOFF,-73.927033000519458,40.838786608778179,10,11
DROPOFF,-73.88604076449505,40.831925099298829,4,11
DROPOFF,-73.941368863049448,40.653355131887544,4,6
DROPOFF,-73.93589583538585,40.621821334249468,3,4
DROPOFF,-74.035785442754275,40.611194432669919,5,6
DROPOFF,-73.933061849316815,40.6034228742358,1,3
DROPOFF,-73.936922633754207,40.592765156285431,1,1
DROPOFF,-73.868531170163848,40.705461126643506,6,9
DROPOFF,-73.635672483852488,40.642638253527686,1,1
DROPOFF,-73.780961109716856,40.953785366394818,1,1
DROPOFF,-73.807978702501416,40.685889625664686,13,23
DROPOFF,-73.80508379254529,41.210641657136392,1,1
DROPOFF,-73.975710930127619,40.657714101681748,44,71
DROPOFF,-73.853484000855019,40.703210100027711,6,7
DROPOFF,-73.973701210903613,40.715886112357886,3,3
DROPOFF,-73.820092377697321,40.786011682090866,6,7
DROPOFF,-73.871151858375,40.718604285287363,4,9
DROPOFF,-73.944815340815083,40.687597310495086,45,66
DROPOFF,-73.863294207052022,40.679181216675687,6,14
DROPOFF,-73.8976374566757,40.855441955694012,8,14
DROPOFF,-73.850553632518483,40.740281891046536,13,20
DROPOFF,-73.97956662721397,40.647047575063077,22,42
DROPOFF,-73.8193115068438,40.704090789974309,6,16
DROPOFF,-73.851774161144462,40.83281504171012,4,8
DROPOFF,-73.781580808670185,40.786990349349608,2,5
DROPOFF,-73.760416206267791,40.732007293350378,2,2
DROPOFF,-73.8003709434717,40.773292658744673,2,2
DROPOFF,-73.95031444402214,40.60823938770158,3,8
DROPOFF,-73.919834093417961,40.6486475144898,3,4
DROPOFF,-73.977124953361823,40.63919275445781,8,19
DROPOFF,-73.912337751514144,40.847114831981507,10,20
DROPOFF,-73.823583086380154,40.703981255589206,6,7
DROPOFF,-73.7589650000015,40.689772169908821,2,2
DROPOFF,-74.020203892873468,40.648581989003645,4,8
DROPOFF,-73.752830508269227,40.697850233193137,3,3
DROPOFF,-73.910547143760908,40.799532693697365,3,4
DROPOFF,-73.822075928995972,40.661760704848426,4,6
DROPOFF,-73.787324140084479,40.890049231527179,1,1
DROPOFF,-73.761372364855973,40.697635907970422,1,1
DROPOFF,-73.788078626873713,40.850320622432363,1,2
DROPOFF,-73.829368378098636,40.746114485801463,3,6
DROPOFF,-73.886988099762334,40.741976836080454,21,33
DROPOFF,-73.908870546272425,40.6410173361484,3,8
DROPOFF,-73.797952169899418,40.887132669536676,1,1
DROPOFF,-73.879697768227388,40.718381241982051,6,11
DROPOFF,-73.803522550786,40.680721000322755,5,8
DROPOFF,-73.873676462359356,40.670987404502114,2,2
DROPOFF,-73.950673363471751,41.063439114544373,1,3
DROPOFF,-73.896128955884564,40.757598733017375,25,44
DROPOFF,-73.966204077270319,40.85362483664737,7,9
DROPOFF,-73.7964670364295,40.723169061055209,3,4
DROPOFF,-73.945421954799286,40.703432695892822,33,63
DROPOFF,-73.748855883716118,40.7693025885772,1,1
DROPOFF,-73.8518436078276,40.893699713430365,3,4
DROPOFF,-73.950888910606864,40.95734071448706,1,1
DROPOFF,-73.87542995424306,40.834848078328925,3,3
DROPOFF,-73.961918711054864,40.853739597661814,1,1
DROPOFF,-74.018745334583983,40.772825193322738,3,5
DROPOFF,-73.9119395245619,40.836538581607336,8,9
DROPOFF,-73.845131895202826,40.708710338371382,5,5
DROPOFF,-73.923989041866719,40.8150511173935,21,31
DROPOFF,-74.098386393161562,40.834123931959837,1,1
DROPOFF,-73.889734435963646,40.815952344000983,5,8
DROPOFF,-73.743319974955867,40.732435110008936,2,3
DROPOFF,-73.935245617924693,40.716916076912675,10,13
DROPOFF,-73.82883993632079,40.79107702270295,4,13
DROPOFF,-73.870857851574641,40.768835409618141,11,23
DROPOFF,-74.082681928922824,40.609892881651305,2,7
DROPOFF,-73.9478706745266,40.6558218654692,6,6
DROPOFF,-73.875035987166186,40.707933627098058,2,2
DROPOFF,-73.835258534053736,40.671984281397208,6,12
DROPOFF,-73.886009361632119,40.7155736170868,8,8
DROPOFF,-73.812641673477358,40.757116734976613,4,4
DROPOFF,-73.947456531082025,40.700736173115288,17,25
DROPOFF,-73.901066673270009,40.889771737490619,13,16
DROPOFF,-74.011859498064908,40.976910998589474,1,1
DROPOFF,-73.69791652942628,40.588350284958345,1,1
DROPOFF,-74.054141690084137,40.748054251591462,1,1
DROPOFF,-73.985827461129858,40.588810067611419,4,5
DROPOFF,-73.938329639334128,40.629675159296859,2,2
DROPOFF,-73.827098823249571,40.682758504951735,6,9
DROPOFF,-73.906523094596949,40.749394134357019,13,26
DROPOFF,-73.733343688449466,40.690412742770022,3,11
DROPOFF,-73.784199771304287,40.739336463236135,4,8
DROPOFF,-73.947649712163553,40.761522723410259,24,31
DROPOFF,-73.834353651676452,40.944481070057151,1,5
DROPOFF,-73.838560643269687,41.061051657535756,2,2
DROPOFF,-73.895324724409,40.908461818446696,4,4
DROPOFF,-73.991701947924284,40.575459124178984,3,4
DROPOFF,-73.99928460014138,40.876562522701711,1,1
DROPOFF,-73.8629084314723,40.668627228172461,4,10
DROPOFF,-73.816893997082573,40.696227425652907,2,2
DROPOFF,-73.800182305072411,40.707221285700335,11,16
DROPOFF,-74.021389670420731,40.624787945317181,15,25
DROPOFF,-73.89626915219327,40.646629986920289,3,3
DROPOFF,-73.864430488362942,40.827195188578528,3,3
DROPOFF,-73.903706884870118,40.902944786489662,8,8
DROPOFF,-74.010205164011367,40.611896364159634,4,9
DROPOFF,-73.8497869879956,40.719159132288851,7,11
DROPOFF,-73.8280437266106,40.709150703760315,18,27
DROPOFF,-73.7642324701175,40.594610543548995,1,2
DROPOFF,-73.834256401156253,41.061161609716578,1,1
DROPOFF,-74.17448474003649,40.660099307202394,2,3
DROPOFF,-74.034156859526675,40.730099305294679,10,12
DROPOFF,-73.92358845891107,40.804479088373796,8,12
DROPOFF,-73.91706744084145,40.802006029996953,9,17
DROPOFF,-74.017125087282423,40.624904793949355,2,3
DROPOFF,-73.834926451609817,40.72218522575276,6,13
DROPOFF,-73.900472675942112,40.873899469472164,7,10
DROPOFF,-73.886596472355208,40.731414498845439,5,6
DROPOFF,-73.731297636399717,40.693104920188929,1,1
DROPOFF,-73.867370182791191,40.673792886826,3,4
DROPOFF,-73.8618880749277,40.874904619890323,4,4
DROPOFF,-73.8646457884954,40.716131211687674,1,1
DROPOFF,-73.903100118124442,40.715124701676707,10,28
DROPOFF,-73.840260854442022,40.870167337994708,3,6
DROPOFF,-73.9101123585554,40.617227761110982,2,3
DROPOFF,-73.9772272293149,40.861270989328922,3,3
DROPOFF,-73.878255142441887,40.853301217683772,2,2
DROPOFF,-74.14909540106089,40.565795602063311,1,1
DROPOFF,-73.924300406355727,40.653809765444329,6,11
DROPOFF,-74.1464073683382,40.753401363952641,1,1
DROPOFF,-73.851999767646475,41.1935010675284,1,1
DROPOFF,-74.002566968256929,40.688681690139688,32,54
DROPOFF,-73.9178658023487,40.823150821195128,11,15
DROPOFF,-73.960463086780479,40.594772589686173,2,3
DROPOFF,-73.885060684380562,40.805492151908879,3,3
DROPOFF,-73.774153882975838,40.758093032673713,3,3
DROPOFF,-73.857909743195719,40.824718097906306,10,10
DROPOFF,-73.924463431229981,40.714560007848789,1,1
DROPOFF,-73.89725222352601,40.673010355806092,3,3
DROPOFF,-73.920065013943344,40.8813277690594,12,13
DROPOFF,-73.9566086501,40.660869117456777,15,23
DROPOFF,-73.9147249244582,40.683114286642038,17,39
DROPOFF,-73.915976875356122,40.886731722379089,12,21
DROPOFF,-73.7944280863002,40.665107750796736,4,6
DROPOFF,-73.8734830558199,40.898436442749535,8,14
DROPOFF,-74.103377617643886,40.79958178837532,1,1
DROPOFF,-74.002051043767793,40.78385909472113,4,7
DROPOFF,-74.3937098643645,40.910252334110169,1,1
DROPOFF,-74.228708426974592,40.581964748409327,1,1
DROPOFF,-73.930713379109676,40.822810932440923,13,21
DROPOFF,-73.900800446537374,40.768052180051285,22,55
DROPOFF,-73.9588443477502,40.663449956564307,25,42
DROPOFF,-73.927734428295949,40.688052415399447,32,57
DROPOFF,-73.7615539241169,40.702914595953125,3,6
DROPOFF,-73.921588249737212,40.751639896668046,9,10
DROPOFF,-73.90640689334036,40.860506218873049,12,27
DROPOFF,-73.82087598077554,40.868016536965946,2,2
DROPOFF,-73.772107152665015,40.760788203953922,7,11
DROPOFF,-73.868234442321565,40.755683922420104,11,13
DROPOFF,-73.8903590767471,40.659987389266632,6,14
DROPOFF,-74.140129681954662,40.555499483012056,1,1
DROPOFF,-73.712823678117928,41.359265320874279,1,1
DROPOFF,-73.756558445740239,40.681909174197081,2,2
DROPOFF,-74.5200194071439,40.4359542384325,1,1
DROPOFF,-74.008364721296033,40.781042526852666,1,1
DROPOFF,-73.968876470270644,40.9224102420893,1,1
DROPOFF,-74.038005390198549,40.719421004221225,9,13
DROPOFF,-73.923149713847621,40.849476492590448,6,7
DROPOFF,-73.8148737709018,40.759703405267437,1,1
DROPOFF,-73.846087474398431,40.735111188190068,5,6
DROPOFF,-73.826379949499071,40.722404960530547,2,2
DROPOFF,-73.933559708780621,40.841260344527967,9,24
DROPOFF,-73.944209135850883,40.67176507763692,35,58
DROPOFF,-73.860534095984775,40.837881176699625,20,45
DROPOFF,-73.8416784537856,40.7907469859489,2,2
DROPOFF,-73.905197046002328,40.656956119631914,3,3
DROPOFF,-73.904363083019774,40.863207232368033,10,24
DROPOFF,-73.954577457535279,40.608124995531838,10,15
DROPOFF,-73.901131203803118,40.8341763214294,6,14
DROPOFF,-73.80502230077478,40.783751634280435,1,2
DROPOFF,-73.9686706229099,40.9171169686628,2,2
DROPOFF,-73.864904310165286,40.898658904178191,5,13
DROPOFF,-73.721595200975045,40.722405371047877,1,2
DROPOFF,-73.723774017998792,41.106395954657643,1,1
DROPOFF,-74.444133164200338,40.493692391002057,1,1
DROPOFF,-73.973722681138383,40.7714011091155,3,3
DROPOFF,-73.932433450411821,40.643032117406825,4,7
DROPOFF,-73.77843032256618,40.757985187475619,2,3
DROPOFF,-73.825435715608876,40.696008371767213,5,5
DROPOFF,-73.947677641890238,40.595115955050076,3,3
DROPOFF,-73.829179014386483,40.74083289585046,4,4
DROPOFF,-73.898760345783316,40.770750051915819,16,24
DROPOFF,-73.85518444159581,40.573815380631849,3,5
DROPOFF,-73.838248255739458,40.695678608825823,2,4
DROPOFF,-74.008386889656222,40.619864390123894,4,4
DROPOFF,-73.843414558203833,40.661210870889896,4,4
DROPOFF,-73.77565026939871,40.739552437787374,4,5
DROPOFF,-73.922309153485173,40.883916594862015,4,6
DROPOFF,-73.865011690408849,40.843058178678106,2,2
DROPOFF,-73.692726693699029,40.75482962473064,2,2
DROPOFF,-73.927668586757108,40.799080248578022,6,19
DROPOFF,-73.826191017748926,40.717124942581606,8,21
DROPOFF,-73.927233804691681,40.84407471344862,3,3
DROPOFF,-73.777539244623952,40.670817270986653,2,5
DROPOFF,-73.914971591980773,40.632936154996,3,3
DROPOFF,-73.822860919773092,40.743638182277991,2,2
DROPOFF,-73.857370813461173,40.692542146636548,3,9
DROPOFF,-73.832126230446,40.703761713793519,19,32
DROPOFF,-73.924500113785967,40.65908562628983,6,10
DROPOFF,-74.1073812067802,40.58808671092271,1,1
DROPOFF,-73.83269499634423,40.719600169677634,7,8
DROPOFF,-73.819875948982087,40.719929290892949,5,5
DROPOFF,-73.8272109491969,40.865207325291813,3,4
DROPOFF,-73.8892631094085,40.860955439192338,6,10
DROPOFF,-74.031701625179011,40.722237196929349,5,6
DROPOFF,-73.835068806601,40.666707603686966,5,8
DROPOFF,-73.9176661444733,40.817864099932635,23,38
DROPOFF,-73.931976831921517,40.7434335190274,29,42
DROPOFF,-73.797396676215357,40.688800674844067,2,3
DROPOFF,-74.068916443529687,40.795250883696632,1,1
DROPOFF,-73.809646349798228,40.672641781492381,1,1
DROPOFF,-73.852595098597234,40.737585923711706,16,25
DROPOFF,-73.862605926447216,40.718826697450631,6,6
DROPOFF,-73.829747233437644,40.756678714866496,17,26
DROPOFF,-73.945244047518642,40.587265752487582,5,6
DROPOFF,-73.8758138200007,40.729053457962891,13,21
DROPOFF,-74.0860106942925,40.638838980391085,1,1
DROPOFF,-73.9090684650807,40.646292340766252,3,5
DROPOFF,-73.584691745525831,40.72043141299747,1,1
DROPOFF,-73.9348677675475,40.6508881229316,4,9
DROPOFF,-73.822295184463172,40.727794964122019,9,28
DROPOFF,-73.84512259271817,40.885928525014862,5,9
DROPOFF,-73.715204821348934,40.659174760191931,2,2
DROPOFF,-73.856292616515063,40.721633127099771,14,21
DROPOFF,-73.914131998576678,40.894725209574212,4,5
DROPOFF,-73.937123499235341,40.598036960493474,1,1
DROPOFF,-73.667919379396125,40.583810620476278,2,2
DROPOFF,-73.436918268029743,40.710615880332377,1,2
DROPOFF,-73.8631012975846,40.673904047188238,2,2
DROPOFF,-73.853100235395928,40.692652931842616,14,18
DROPOFF,-73.815836051545347,40.846969439893982,1,3
DROPOFF,-73.7248856867006,40.7566806459468,1,1
DROPOFF,-73.968655073354981,40.861501165650154,1,1
DROPOFF,-73.90152697078004,40.844752251815663,2,2
DROPOFF,-73.946838980388648,40.740394180025568,8,10
DROPOFF,-73.851581919324786,40.827527711269688,4,7
DROPOFF,-73.86296632567803,40.845757844443924,5,5
DROPOFF,-73.856217673737149,40.660879082271521,2,2
DROPOFF,-73.820120647530572,40.846860088616886,3,8
DROPOFF,-73.869101723931124,40.837658997681125,8,15
DROPOFF,-73.7843840629197,40.744617928915048,1,1
DROPOFF,-73.867340437143426,40.906541507320462,1,1
DROPOFF,-73.810020176040837,40.683196248096259,3,4
DROPOFF,-73.982595938811457,40.615286940326463,2,2
DROPOFF,-73.863487159889132,40.684458736580034,7,12
DROPOFF,-74.038643897747519,40.73526279236561,1,1
DROPOFF,-73.810096410571987,40.9875078293052,1,1
DROPOFF,-73.872801561704179,40.821685758830775,5,6
DROPOFF,-73.672359571194789,40.654947455147365,1,2
DROPOFF,-73.82267229889159,40.738356759717028,2,2
DROPOFF,-73.893351991146943,40.855554175706828,2,2
DROPOFF,-73.893302465743048,40.7391680353516,15,29
DROPOFF,-73.91844106142868,40.611728724423457,2,3
DROPOFF,-73.899483573766517,40.847452657349386,5,6
DROPOFF,-73.94299795132919,40.640110075460967,6,13
DROPOFF,-73.970009510548223,40.620906073047109,5,7
DROPOFF,-73.590807551537893,40.849843143960534,1,1
DROPOFF,-73.9442225062026,40.616320086151944,3,7
DROPOFF,-73.789178399787176,40.942979043036296,1,1
DROPOFF,-73.898563063494535,40.765466799515018,1,1
DROPOFF,-73.968213999247709,40.73982144303146,1,1
DROPOFF,-73.942563957325561,40.740508253583045,18,38
DROPOFF,-73.879502851415054,40.713101464722165,10,14
DROPOFF,-73.807056857082557,40.720256991946563,1,1
DROPOFF,-73.867833250361514,40.861513390198084,4,4
DROPOFF,-73.910042027337639,40.900129817957975,1,1
DROPOFF,-73.7986971089936,40.786556969109384,4,5
DROPOFF,-74.019572777842811,40.632757466600594,13,23
DROPOFF,-73.881239146752065,40.644384554264057,1,1
DROPOFF,-73.817318837731989,40.828407459594942,2,2
DROPOFF,-73.85775553917037,40.703099304262516,3,4
DROPOFF,-74.076178729573371,40.607435120365118,1,1
DROPOFF,-73.912536932377208,40.852403480146968,8,16
DROPOFF,-73.645690090404685,40.755972407653289,1,1
DROPOFF,-74.015097674631818,40.627600100823834,3,4
DROPOFF,-73.815602923234152,40.720038682374316,5,5
DROPOFF,-73.962899640307555,40.60262327078663,4,5
DROPOFF,-73.9821838926492,40.604741356470043,6,15
DROPOFF,-73.9555924336492,40.57907345269205,9,16
DROPOFF,-73.855094316838262,40.8062712175098,2,2
DROPOFF,-73.987310260439472,40.681170821669589,12,16
DROPOFF,-73.77513379755213,41.033471496200995,1,2
DROPOFF,-73.7153810410378,40.664450863713583,1,1
DROPOFF,-73.8250929580459,40.746224217915817,8,13
DROPOFF,-73.997256392728545,40.662412051653909,50,80
DROPOFF,-73.711464790542479,40.675109691100594,1,1
DROPOFF,-73.8990245388185,40.72051709426745,3,8
DROPOFF,-73.769366891526786,40.681587016836332,4,9
DROPOFF,-73.651850057265435,40.747894659724068,1,1
DROPOFF,-73.82148149944689,40.585238400452688,2,7
DROPOFF,-73.971106897336014,40.869378229464068,1,3
DROPOFF,-73.815437381592417,40.7755529473861,2,2
DROPOFF,-73.820687083541756,40.862726902041473,6,6
DROPOFF,-73.884781042738481,40.855778139269567,12,13
DROPOFF,-73.946433888164108,40.729832006502107,8,14
DROPOFF,-73.952138003204468,40.655707574828355,16,32
DROPOFF,-73.881082560715839,40.871758568377771,5,5
DROPOFF,-74.009850946199833,40.656787165921934,12,20
DROPOFF,-73.80761735356802,40.736098687010781,6,13
DROPOFF,-73.939556279445355,40.605888385791935,2,3
DROPOFF,-73.905929027586552,40.733549655598289,1,1
DROPOFF,-73.890049911602574,40.882115732819081,4,6
DROPOFF,-73.8343569010351,40.706346252355836,21,28
DROPOFF,-73.955186336444555,40.623944548061026,3,4
DROPOFF,-73.881628844706,40.654935338476086,5,5
DROPOFF,-73.783094892125774,40.707655017603187,1,2
DROPOFF,-73.77141032584224,40.678894504609509,3,5
DROPOFF,-73.72194959394605,40.732966328318142,2,4
DROPOFF,-73.851635806860955,40.711184238089949,12,22
DROPOFF,-74.025021615869235,40.608851184378125,4,4
DROPOFF,-73.841050410224,40.714100141393594,5,5
DROPOFF,-73.996999581469581,40.601700023708972,7,13
DROPOFF,-74.2043157020951,40.804647909729688,1,2
DROPOFF,-73.9053353615302,40.717708325285884,10,27
DROPOFF,-73.86802746668657,40.866802968385528,11,27
DROPOFF,-73.887611193498216,40.874235950280365,13,21
DROPOFF,-73.823837736682151,40.830886918210574,1,2
DROPOFF,-73.760053159811946,40.721446411855347,5,5
DROPOFF,-73.7469874607577,40.777281256040041,1,1
DROPOFF,-73.964584812058632,40.922525084840352,2,2
DROPOFF,-74.024845097991445,40.764724816844939,2,2
DROPOFF,-73.812810451806158,40.701615348440875,10,15
DROPOFF,-73.912736158185169,40.857692476890243,2,2
DROPOFF,-73.7235624115216,40.65368743023496,3,5
DROPOFF,-74.00824004446136,40.670036272299008,1,1
DROPOFF,-73.870957902537768,40.713324497101318,4,4
DROPOFF,-73.987272808745317,40.625718336209644,5,13
DROPOFF,-74.080224774546537,40.602043637767949,1,1
DROPOFF,-73.877772420290043,40.898324973315781,2,3
DROPOFF,-73.88273622876811,40.858478592637368,6,14
DROPOFF,-73.893746181618724,40.866132917598506,7,12
DROPOFF,-73.980361186137813,40.612708141733812,5,9
DROPOFF,-73.765290516300169,40.935630244788975,1,1
DROPOFF,-73.91069282457569,40.860393516646013,11,21
DROPOFF,-73.887414734800288,40.868945874053367,8,18
DROPOFF,-73.727829290880791,40.653581405724012,3,8
DROPOFF,-73.707371357164618,40.680492265284244,1,1
DROPOFF,-73.797953081830585,40.7654220723746,2,2
DROPOFF,-74.013489245117512,40.640844460007678,13,17
DROPOFF,-73.869879029979018,40.858813116760061,8,14
DROPOFF,-73.831557848185469,40.687926409519065,2,6
DROPOFF,-73.948875079148834,40.737696411002872,4,8
DROPOFF,-73.907768961576735,40.725572259694388,14,24
DROPOFF,-73.835448304154454,40.677261309614316,3,5
DROPOFF,-73.866862825792921,40.835070727992523,4,9
DROPOFF,-73.747774180855785,40.737609371327373,2,3
DROPOFF,-73.865805982102188,40.747816287957647,9,12
DROPOFF,-73.756377529462441,40.67663188328082,1,1
DROPOFF,-73.934642265217008,40.701078020013504,8,11
DROPOFF,-74.01915227064822,40.622209538923357,4,4
DROPOFF,-73.806496738790713,40.704418447068711,2,3
DROPOFF,-73.908251729179469,40.852516253136386,8,11
DROPOFF,-73.87455167819526,40.752875718026672,16,22
DROPOFF,-73.844415872032386,40.925675991625795,2,2
DROPOFF,-73.895019564323135,40.670428074038661,3,6
DROPOFF,-73.914531215489333,40.905309124351206,3,8
DROPOFF,-73.8662810961639,40.819209315663436,2,2
DROPOFF,-73.787366752286573,40.707546821179946,5,5
DROPOFF,-73.880176805423261,40.673458461056967,2,3
DROPOFF,-74.183761342295,41.022519054696694,1,1
DROPOFF,-74.0209898960521,40.775408615140719,2,2
DROPOFF,-73.87571363192211,40.66829329098168,1,1
DROPOFF,-73.8345467085199,40.71162556007733,14,30
DROPOFF,-74.016147138524872,40.653974338628174,2,3
DROPOFF,-74.032550275509877,40.74336102190415,3,5
DROPOFF,-73.99439579383926,40.644005202499166,9,10
DROPOFF,-73.790529458638531,40.67576968302388,1,1
DROPOFF,-73.924590255072587,40.830911778013785,6,12
DROPOFF,-73.842557361359155,40.933671938086974,1,1
DROPOFF,-73.840069759604688,40.864877551457795,1,1
DROPOFF,-73.884697085856075,40.91138811603561,1,1
DROPOFF,-73.856100320786823,40.716353145165833,3,6
DROPOFF,-74.0949256828661,40.699342292055604,2,4
DROPOFF,-73.925734507749652,40.635290332990678,2,5
DROPOFF,-74.078563664685859,40.665455385454351,1,2
DROPOFF,-73.8485154216481,40.920272175855231,1,1
DROPOFF,-73.81764545671804,40.717344036170189,11,18
DROPOFF,-73.774703706777387,40.773942184611315,1,2
DROPOFF,-73.89842794985789,40.876600810695322,1,1
DROPOFF,-73.738866767097036,40.72726103226627,2,2
DROPOFF,-74.026031458988015,40.74089603221519,2,2
DROPOFF,-73.857639899015126,40.758602796984142,19,30
DROPOFF,-74.1001734618999,40.619961132494716,1,1
DROPOFF,-73.769914204268488,40.697420952239327,1,1
DROPOFF,-73.8210059769746,40.751615741710324,3,3
DROPOFF,-73.872705077406252,40.760855186253316,7,12
DROPOFF,-73.817620463236423,40.656594202990718,2,2
DROPOFF,-73.7104104672657,40.643454098756905,1,1
DROPOFF,-73.898693094972359,40.826301482792857,4,12
DROPOFF,-73.763371765146914,40.755720729045613,2,3
DROPOFF,-73.710534935721626,40.775541081917055,1,1
DROPOFF,-73.7836281535614,40.784294139328914,2,4
DROPOFF,-73.7527716192709,40.758629887396332,1,1
DROPOFF,-73.849728503295381,40.835514123322668,5,7
DROPOFF,-74.130468054236061,40.629666028404635,1,1
DROPOFF,-73.846595052035354,40.867356974129535,1,1
DROPOFF,-74.124734894572029,40.899585417025612,1,2
DROPOFF,-74.352048450161519,40.52816649123401,1,2
DROPOFF,-74.025056608271768,40.770008059162826,4,6
DROPOFF,-73.852088994167815,40.782544194880828,1,4
DROPOFF,-73.891066884563,40.736583478008434,3,3
DROPOFF,-73.989094858117042,40.617750123411,4,4
DROPOFF,-73.91512247876507,40.69367024317674,19,36
DROPOFF,-73.86483904533037,40.721411182973071,6,6
